nitrogen,phosphorus,potassium,ph,humidity_avg,temp_avg,precip_avg,target_crop,region_city
0.3821,3.0,426.0,5.1,9.474999999,24.6325,5.37166666575,bean,
0.27,7.37,1230.0,5.17,10.435833335,25.3275,7.538333334,bean,
0.1841,1.0,165.0,5.1,10.435833335,25.3275,7.538333334,bean,
0.1238,0.5,247.0,5.6,10.435833335,25.3275,7.538333334,bean,
0.0946,1.0,154.0,5.5,10.435833335,25.3275,7.538333334,bean,
0.250293402,9.0,336.0,5.8,10.435833335,25.3275,7.538333334,bean,
0.250293402,3.0,58.0,5.8,10.435833335,25.3275,7.538333334,bean,
0.250293402,1.0,84.0,5.8,10.435833335,25.3275,7.538333334,bean,
0.2279,8.0,74.0,5.3,9.474999999,24.6325,5.37166666575,bean,
0.2279,22.0,744.0,5.3,10.435833335,25.3275,7.538333334,bean,
0.2279,5.0,83.0,5.3,10.435833335,25.3275,7.538333334,bean,
0.2279,4.0,72.0,5.3,10.23500000175,24.9575,7.64500000075,bean,
0.1333,3.0,529.0,5.4,10.23500000175,24.9575,7.64500000075,bean,
0.1318,1.0,406.0,5.7,9.3258333335,25.5866666675,4.47583333425,bean,
0.1333,58.0,103.0,5.4,10.23500000175,24.9575,7.64500000075,bean,
0.1209,1.0,151.0,6.4,10.23500000175,24.9575,7.64500000075,bean,
0.3092,2.0,258.0,4.9,9.3258333335,25.5866666675,4.47583333425,bean,
0.1211,2.0,609.0,6.2,10.4725,27.3066666675,6.0766666665,bean,
0.3781,2.0,324.0,4.5,11.215000001,29.4958333325,5.60666666775,bean,
0.368,3.0,299.0,4.9,10.025,29.4158333325,3.40666666675,bean,
0.358,3.0,295.0,5.0,11.215000001,29.4958333325,5.60666666775,bean,
0.255,1.0,254.0,4.8,11.215000001,29.4958333325,5.60666666775,bean,
0.3021,4.0,516.0,4.7,10.025,29.4158333325,3.40666666675,bean,
0.345,5.0,844.0,5.2,11.215000001,29.4958333325,5.60666666775,bean,
0.2713,2.0,448.0,5.8,10.025,29.4158333325,3.40666666675,bean,
0.2309,3.0,763.0,6.1,10.025,29.4158333325,3.40666666675,bean,
0.2871,2.0,247.0,5.3,9.474999999,24.6325,5.37166666575,bean,
0.2241,1.0,325.0,5.3,9.474999999,24.6325,5.37166666575,bean,
0.5816,4.0,178.0,5.0,9.474999999,24.6325,5.37166666575,bean,
0.417,2.0,211.0,5.2,10.435833335,25.3275,7.538333334,bean,
0.29,25.0,687.0,6.5,9.474999999,24.6325,5.37166666575,bean,
0.2269,2.0,414.0,4.9,10.435833335,25.3275,7.538333334,bean,
0.1309,10.0,585.0,6.6,9.474999999,24.6325,5.37166666575,bean,
0.23,5.189,311.221,6.2,10.0241666665,25.1783333325,5.710833332499999,bean,
0.23,4.507,346.735,5.65,10.0241666665,25.1783333325,5.710833332499999,bean,
0.23,4.072,166.923,6.2,10.0241666665,25.1783333325,5.710833332499999,bean,
0.23,2.093,281.804,5.3,10.0241666665,25.1783333325,5.710833332499999,bean,
0.23,12.66,219.353,6.15,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,68.946,373.946,5.94,9.0341666675,21.5566666675,3.45333333325,bean,
0.2281,4.0,274.0,6.1,8.59500000075,23.053333335,3.28833333325,bean,
0.1744,14.0,473.0,6.4,8.59500000075,23.053333335,3.28833333325,bean,
0.2229,6.0,347.0,5.9,8.59500000075,23.053333335,3.28833333325,bean,
0.1294,7.0,196.0,6.8,8.59500000075,23.053333335,3.28833333325,bean,
0.1509,7.0,188.0,6.6,8.59500000075,23.053333335,3.28833333325,bean,
0.23,9.186,111.326,5.8,9.0341666675,21.5566666675,3.45333333325,bean,
0.2646,18.0,251.0,5.7,8.59500000075,23.053333335,3.28833333325,bean,
0.23,1.912,205.675,6.41,9.0341666675,21.5566666675,3.45333333325,bean,
0.2342,26.0,336.0,6.6,8.59500000075,23.053333335,3.28833333325,bean,
0.23,6.135,194.98,5.77,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,2.14,187.829,5.98,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,2.99,219.147,6.51,9.0341666675,21.5566666675,3.45333333325,bean,
0.1801,16.0,290.0,6.1,8.59500000075,23.053333335,3.28833333325,bean,
0.23,6.452,134.002,5.67,8.59500000075,23.053333335,3.28833333325,bean,
0.16,3.0,501.0,6.9,8.59500000075,23.053333335,3.28833333325,bean,
0.3693,94.142,475.684,5.93,9.0341666675,21.5566666675,3.45333333325,bean,
0.1565,14.0,423.0,6.0,8.59500000075,23.053333335,3.28833333325,bean,
0.1723,19.0,476.0,5.9,8.59500000075,23.053333335,3.28833333325,bean,
0.144,12.0,216.0,5.9,8.59500000075,23.053333335,3.28833333325,bean,
0.2399,7.0,564.0,5.5,8.59500000075,23.053333335,3.28833333325,bean,
0.1499,5.0,446.0,6.3,8.59500000075,23.053333335,3.28833333325,bean,
0.23,25.081,424.501,5.97,9.0341666675,21.5566666675,3.45333333325,bean,
0.1047,14.0,483.0,6.0,8.59500000075,23.053333335,3.28833333325,bean,
0.1182,4.0,469.0,6.2,8.59500000075,23.053333335,3.28833333325,bean,
0.2999,9.0,431.0,6.1,8.59500000075,23.053333335,3.28833333325,bean,
0.21,7.0,437.0,5.7,8.59500000075,23.053333335,3.28833333325,bean,
0.2637,9.0,126.0,6.1,8.59500000075,23.053333335,3.28833333325,bean,
0.2643,3.0,287.0,6.0,8.59500000075,23.053333335,3.28833333325,bean,
0.2294,4.0,271.0,6.0,8.59500000075,23.053333335,3.28833333325,bean,
0.23,3.087,261.122,6.25,9.0341666675,21.5566666675,3.45333333325,bean,
0.2375,9.667,180.913,5.93,8.59500000075,23.053333335,3.28833333325,bean,
0.2518,16.0,409.0,5.7,8.59500000075,23.053333335,3.28833333325,bean,
0.284,70.965,224.599,5.32,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,153.752,883.075,5.66,9.0341666675,21.5566666675,3.45333333325,bean,
0.2518,6.813,262.062,5.6,8.59500000075,23.053333335,3.28833333325,bean,
0.2518,288.869,2110.32,6.31,8.59500000075,23.053333335,3.28833333325,bean,
0.1679,5.613,98.546,5.58,8.59500000075,23.053333335,3.28833333325,bean,
0.23,49.55,702.156,5.81,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,2.529,143.872,5.47,9.0341666675,21.5566666675,3.45333333325,bean,
0.2518,7.525,284.025,5.99,8.59500000075,23.053333335,3.28833333325,bean,
0.2375,155.7,578.048,5.61,8.59500000075,23.053333335,3.28833333325,bean,
0.23,12.169,394.266,5.51,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,294.664,829.078,6.01,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,10.575,243.721,6.05,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,52.602,540.614,5.8,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,42.633,321.563,5.4,9.0341666675,21.5566666675,3.45333333325,bean,
0.2518,9.634,262.028,5.71,8.59500000075,23.053333335,3.28833333325,bean,
0.23,8.238,389.615,5.73,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,4.443,296.172,5.88,9.0341666675,21.5566666675,3.45333333325,bean,
0.2518,32.797,334.8,6.15,8.59500000075,23.053333335,3.28833333325,bean,
0.23,4.613,221.69,6.05,9.0341666675,21.5566666675,3.45333333325,bean,
0.1679,34.567,424.132,6.07,8.59500000075,23.053333335,3.28833333325,bean,
0.23,3.91,359.508,5.98,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,2.524,280.011,5.8,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,45.665,414.292,5.58,9.0341666675,21.5566666675,3.45333333325,bean,
0.2518,7.585,193.824,5.89,8.59500000075,23.053333335,3.28833333325,bean,
0.23,48.005,537.8,6.54,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,6.997,417.531,5.95,9.0341666675,21.5566666675,3.45333333325,bean,
0.1679,5.196,83.092,5.8,8.59500000075,23.053333335,3.28833333325,bean,
0.23,15.226,400.412,6.3,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,3.309,328.128,6.55,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,7.153,411.428,6.0,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,4.004,358.878,6.22,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,2.93,406.779,6.3,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,6.076,332.582,6.87,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,97.065,449.746,5.78,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,18.659,352.872,5.87,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,25.829,416.894,5.03,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,3.05,376.011,6.65,9.0341666675,21.5566666675,3.45333333325,bean,
0.23,52.753,480.908,5.7,8.59500000075,23.053333335,3.28833333325,bean,
0.23,4.506,275.19,5.87,9.0341666675,21.5566666675,3.45333333325,bean,
0.11,13.0,321.0,6.7,11.215000001,29.4958333325,5.60666666775,maize,
0.3594,240.0,1643.0,7.4,11.215000001,29.4958333325,5.60666666775,maize,
0.251,230.0,1644.0,7.0,10.025,29.4158333325,3.40666666675,maize,
0.122,2.0,462.0,6.0,11.215000001,29.4958333325,5.60666666775,maize,
0.247,4.0,301.0,4.9,10.025,29.4158333325,3.40666666675,maize,
0.2,7.17,153.0,8.14,10.025,29.4158333325,3.40666666675,maize,
0.2686,224.0,1464.0,7.0,10.025,29.4158333325,3.40666666675,maize,
0.217,3.0,315.0,5.9,11.215000001,29.4958333325,5.60666666775,maize,
0.2435,116.0,1023.0,6.5,10.025,29.4158333325,3.40666666675,maize,
0.203,4.0,515.0,5.2,10.025,29.4158333325,3.40666666675,maize,
0.09,0.99,245.0,5.76,11.215000001,29.4958333325,5.60666666775,maize,
0.2387,48.0,1294.0,6.2,10.025,29.4158333325,3.40666666675,maize,
0.1985,17.0,495.0,5.6,10.025,29.4158333325,3.40666666675,maize,
0.19,10.7,307.0,4.86,10.435833335,25.3275,7.538333334,maize,
0.122,3.0,245.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.2068,3.0,532.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.26,3.24,291.0,5.19,10.435833335,25.3275,7.538333334,maize,
0.1524,3.0,395.0,5.3,9.474999999,24.6325,5.37166666575,maize,
0.21,2.04,389.0,5.11,10.435833335,25.3275,7.538333334,maize,
0.23,1.93,257.0,5.14,10.435833335,25.3275,7.538333334,maize,
0.1455,1.0,253.0,5.4,9.474999999,24.6325,5.37166666575,maize,
0.25,3.06,515.0,4.82,10.435833335,25.3275,7.538333334,maize,
0.26,13.9,149.0,5.04,10.435833335,25.3275,7.538333334,maize,
0.23,2.93,370.0,4.96,10.435833335,25.3275,7.538333334,maize,
0.207,22.0,772.0,5.8,9.474999999,24.6325,5.37166666575,maize,
0.25,2.09,258.0,5.13,10.435833335,25.3275,7.538333334,maize,
0.2,2.71,350.0,5.01,10.435833335,25.3275,7.538333334,maize,
0.2809,17.0,411.0,4.9,9.474999999,24.6325,5.37166666575,maize,
0.21,2.25,97.0,5.01,10.435833335,25.3275,7.538333334,maize,
0.176938188,21.8,192.0,7.25,10.435833335,25.3275,7.538333334,maize,
0.304697117,26.4,129.0,6.25,10.435833335,25.3275,7.538333334,maize,
0.2,1.58,737.0,5.02,10.435833335,25.3275,7.538333334,maize,
0.170013338,6.3,70.0,6.65,10.435833335,25.3275,7.538333334,maize,
0.2242,5.0,565.0,5.1,10.435833335,25.3275,7.538333334,maize,
0.143328461,19.2,79.0,6.25,10.435833335,25.3275,7.538333334,maize,
0.19890058,3.0,202.0,5.1,10.435833335,25.3275,7.538333334,maize,
0.191791347,136.7,190.0,6.46,10.435833335,25.3275,7.538333334,maize,
0.098593947,7.5,95.0,5.87,10.435833335,25.3275,7.538333334,maize,
0.294666827,41.1,138.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.19890058,5.09,161.17,5.1,10.435833335,25.3275,7.538333334,maize,
0.19,2.07,163.0,4.62,10.435833335,25.3275,7.538333334,maize,
0.2048,3.0,298.0,5.7,9.474999999,24.6325,5.37166666575,maize,
0.2094,3.0,179.0,5.0,10.435833335,25.3275,7.538333334,maize,
0.2021,1.0,327.0,4.7,10.435833335,25.3275,7.538333334,maize,
0.05,19.2,123.0,6.32,10.435833335,25.3275,7.538333334,maize,
0.183923547,5.0,296.0,5.2,10.435833335,25.3275,7.538333334,maize,
0.22025364,7.4,61.0,6.65,10.435833335,25.3275,7.538333334,maize,
0.1273,2.0,384.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.13,0.6,266.0,7.82,9.474999999,24.6325,5.37166666575,maize,
0.2,3.65,424.0,6.33,9.474999999,24.6325,5.37166666575,maize,
0.137,2.0,259.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.179883668,3.0,380.0,6.0,10.435833335,25.3275,7.538333334,maize,
0.21,8.51,370.0,5.41,9.474999999,24.6325,5.37166666575,maize,
0.2549,2.0,137.0,4.8,10.435833335,25.3275,7.538333334,maize,
0.2451,5.0,514.0,5.3,10.6866666675,25.6091666675,8.585833333250001,maize,
0.164829547,23.0,359.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.247345527,4.0,619.0,5.5,10.435833335,25.3275,7.538333334,maize,
0.144175153,1.5,189.0,6.94,10.435833335,25.3275,7.538333334,maize,
0.204697726,7.6,214.0,5.25,11.71416666575,27.934166665,8.63166666575,maize,
0.104,8.0,431.0,7.0,11.71416666575,27.934166665,8.63166666575,maize,
0.190013995,5.4,223.0,7.16,11.71416666575,27.934166665,8.63166666575,maize,
0.159225412,12.4,329.0,7.64,11.71416666575,27.934166665,8.63166666575,maize,
0.196423695,6.5,555.0,5.55,11.71416666575,27.934166665,8.63166666575,maize,
0.211608102,13.0,797.0,5.7,11.71416666575,27.934166665,8.63166666575,maize,
0.186215179,2.4,486.0,5.45,11.71416666575,27.934166665,8.63166666575,maize,
0.1752,2.0,158.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.182873802,3.8,410.0,5.31,11.71416666575,27.934166665,8.63166666575,maize,
0.287016226,4.0,614.0,5.3,10.435833335,25.3275,7.538333334,maize,
0.240991169,51.4,516.0,5.95,11.71416666575,27.934166665,8.63166666575,maize,
0.145299107,4.1,263.0,6.65,11.71416666575,27.934166665,8.63166666575,maize,
0.0895,6.0,594.0,6.9,11.71416666575,27.934166665,8.63166666575,maize,
0.20350871,1.7,148.0,5.65,11.71416666575,27.934166665,8.63166666575,maize,
0.186725216,2.7,105.0,5.53,11.71416666575,27.934166665,8.63166666575,maize,
0.118456249,6.84,186.4,6.0,10.435833335,25.3275,7.538333334,maize,
0.287016226,3.94,326.36,5.3,10.435833335,25.3275,7.538333334,maize,
0.1638,1.0,696.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.2325,4.0,514.0,5.5,10.435833335,25.3275,7.538333334,maize,
0.1,10.1,92.0,6.22,11.71416666575,27.934166665,8.63166666575,maize,
0.12,27.0,491.0,6.96,9.474999999,24.6325,5.37166666575,maize,
0.1,66.7,448.0,7.12,11.71416666575,27.934166665,8.63166666575,maize,
0.12223,4.0,169.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.1211,1.0,200.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.27,3.54,502.0,5.93,11.71416666575,27.934166665,8.63166666575,maize,
0.1274,4.0,408.0,6.5,11.71416666575,27.934166665,8.63166666575,maize,
0.1638,4.0,922.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.229282801,4.98,222.15,5.0,10.435833335,25.3275,7.538333334,maize,
0.13,1.77,372.0,6.77,11.71416666575,27.934166665,8.63166666575,maize,
0.169855492,1.6,304.0,6.78,11.71416666575,27.934166665,8.63166666575,maize,
0.1357,3.0,410.0,6.3,11.71416666575,27.934166665,8.63166666575,maize,
0.1134,4.0,208.0,6.0,9.474999999,24.6325,5.37166666575,maize,
0.1236,3.0,349.0,6.4,11.71416666575,27.934166665,8.63166666575,maize,
0.28,4.96,186.0,5.7,11.71416666575,27.934166665,8.63166666575,maize,
0.16,2.66,269.0,6.27,11.71416666575,27.934166665,8.63166666575,maize,
0.009379812,4.0,365.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.009379812,3.0,493.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.1515,4.0,631.0,6.7,9.474999999,24.6325,5.37166666575,maize,
0.1638,2.0,166.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.252834987,3.0,733.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.153057985,101.0,812.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.153057985,2.41,469.99,5.4,10.435833335,25.3275,7.538333334,maize,
0.1681,2.0,240.0,5.5,10.435833335,25.3275,7.538333334,maize,
0.28,3.14,274.0,5.88,11.71416666575,27.934166665,8.63166666575,maize,
0.1265,6.0,545.0,6.6,11.71416666575,27.934166665,8.63166666575,maize,
0.009379812,3.0,352.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.252362008,2.0,521.0,7.0,10.435833335,25.3275,7.538333334,maize,
0.252834987,2.0,142.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.235689774,1.0,124.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.26,4.52,230.0,5.4,11.71416666575,27.934166665,8.63166666575,maize,
0.2353,3.0,530.0,7.2,11.71416666575,27.934166665,8.63166666575,maize,
0.1629,8.0,374.0,5.6,11.71416666575,27.934166665,8.63166666575,maize,
0.0851,66.0,726.0,8.1,9.474999999,24.6325,5.37166666575,maize,
0.0985,1.0,482.0,6.5,11.71416666575,27.934166665,8.63166666575,maize,
0.186203319,4.0,379.0,5.79,11.71416666575,27.934166665,8.63166666575,maize,
0.2276,9.0,703.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.252834987,3.0,328.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.207024612,2.0,471.0,5.3,10.435833335,25.3275,7.538333334,maize,
0.23,2.12,610.0,5.78,11.71416666575,27.934166665,8.63166666575,maize,
0.09,14.5,175.0,6.02,11.71416666575,27.934166665,8.63166666575,maize,
0.27,4.81,123.0,5.34,11.71416666575,27.934166665,8.63166666575,maize,
0.217488577,1.6,130.0,5.55,11.71416666575,27.934166665,8.63166666575,maize,
0.252362008,4.0,165.0,7.0,10.435833335,25.3275,7.538333334,maize,
0.252362008,3.0,487.0,7.0,10.435833335,25.3275,7.538333334,maize,
0.2011,3.0,311.0,6.8,10.435833335,25.3275,7.538333334,maize,
0.29102335,3.78,660.0,6.18,11.71416666575,27.934166665,8.63166666575,maize,
0.162474818,1.5,275.0,5.85,11.71416666575,27.934166665,8.63166666575,maize,
0.1963,5.0,453.0,6.0,11.71416666575,27.934166665,8.63166666575,maize,
0.1001781,26.0,712.0,6.74,11.71416666575,27.934166665,8.63166666575,maize,
0.13,1.76,313.0,6.04,11.71416666575,27.934166665,8.63166666575,maize,
0.000261711,1.0,428.0,5.2,10.435833335,25.3275,7.538333334,maize,
0.196323133,6.1,492.0,5.71,11.71416666575,27.934166665,8.63166666575,maize,
0.3,4.24,342.0,5.58,11.71416666575,27.934166665,8.63166666575,maize,
0.17,27.0,739.0,5.67,10.435833335,25.3275,7.538333334,maize,
0.133680176,9.0,241.0,6.82,11.71416666575,27.934166665,8.63166666575,maize,
0.1227,2.0,585.0,6.6,11.71416666575,27.934166665,8.63166666575,maize,
0.252041054,5.91,171.81,6.7,10.435833335,25.3275,7.538333334,maize,
0.252041054,3.0,590.0,6.7,10.435833335,25.3275,7.538333334,maize,
0.135172807,2.6,237.0,6.75,11.71416666575,27.934166665,8.63166666575,maize,
0.1571,4.0,457.0,5.8,11.71416666575,27.934166665,8.63166666575,maize,
0.206286546,5.8,533.0,6.5,11.71416666575,27.934166665,8.63166666575,maize,
0.200703292,24.0,490.0,6.63,11.71416666575,27.934166665,8.63166666575,maize,
0.171984103,17.3,489.0,5.19,11.71416666575,27.934166665,8.63166666575,maize,
0.217347627,3.0,532.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.27,4.98,369.0,4.85,11.71416666575,27.934166665,8.63166666575,maize,
0.214370848,11.62,244.54,5.3,10.435833335,25.3275,7.538333334,maize,
0.235599614,8.84,729.67,5.7,10.435833335,25.3275,7.538333334,maize,
0.188346313,6.5,699.0,5.77,11.71416666575,27.934166665,8.63166666575,maize,
0.09,16.0,569.0,7.87,9.474999999,24.6325,5.37166666575,maize,
0.1426,5.0,399.0,6.2,11.71416666575,27.934166665,8.63166666575,maize,
0.2496,58.0,806.0,6.7,10.435833335,25.3275,7.538333334,maize,
0.16,2.62,516.0,5.53,9.474999999,24.6325,5.37166666575,maize,
0.2494,23.0,624.0,6.2,10.435833335,25.3275,7.538333334,maize,
0.2152,6.0,665.0,6.2,10.435833335,25.3275,7.538333334,maize,
0.23,2.19,111.0,5.33,9.474999999,24.6325,5.37166666575,maize,
0.217347627,4.0,543.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.072,3.0,262.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.2045,5.0,332.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.1712,3.0,369.0,6.9,9.474999999,24.6325,5.37166666575,maize,
0.211,6.0,319.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.19087808,6.7,786.0,5.65,11.71416666575,27.934166665,8.63166666575,maize,
0.1514,2.0,349.0,6.1,11.71416666575,27.934166665,8.63166666575,maize,
0.2119,6.0,674.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.22,5.15,718.0,4.9,11.71416666575,27.934166665,8.63166666575,maize,
0.1914,5.0,472.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.1503,8.0,407.0,5.8,11.71416666575,27.934166665,8.63166666575,maize,
0.2306,2.0,684.0,6.3,10.435833335,25.3275,7.538333334,maize,
0.000261711,8.0,557.0,5.2,10.435833335,25.3275,7.538333334,maize,
0.072,15.0,1052.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.205596573,5.6,371.0,5.95,11.71416666575,27.934166665,8.63166666575,maize,
0.28,8.81,162.0,5.18,11.71416666575,27.934166665,8.63166666575,maize,
0.1708,3.0,421.0,5.9,11.71416666575,27.934166665,8.63166666575,maize,
0.28,3.96,335.0,4.65,11.71416666575,27.934166665,8.63166666575,maize,
0.1971,7.0,605.0,5.7,11.71416666575,27.934166665,8.63166666575,maize,
0.136260294,0.05,194.0,6.15,11.71416666575,27.934166665,8.63166666575,maize,
0.242,11.0,879.0,6.4,10.435833335,25.3275,7.538333334,maize,
0.28,4.05,514.0,5.77,11.71416666575,27.934166665,8.63166666575,maize,
0.212086428,6.8,759.0,5.85,11.71416666575,27.934166665,8.63166666575,maize,
0.217740219,3.4,564.0,5.45,11.71416666575,27.934166665,8.63166666575,maize,
0.167037589,18.0,1232.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.167037589,3.0,348.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.201673301,2.7,143.0,5.4,11.71416666575,27.934166665,8.63166666575,maize,
0.1944,3.0,425.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.28,1.84,448.0,5.32,11.71416666575,27.934166665,8.63166666575,maize,
0.2014,4.0,425.0,5.7,11.71416666575,27.934166665,8.63166666575,maize,
0.212902951,3.2,546.0,5.55,11.71416666575,27.934166665,8.63166666575,maize,
0.1545,5.0,299.0,5.9,11.71416666575,27.934166665,8.63166666575,maize,
0.22,2.3,457.0,5.93,11.71416666575,27.934166665,8.63166666575,maize,
0.203045808,4.8,492.0,5.65,11.71416666575,27.934166665,8.63166666575,maize,
0.2206,3.0,433.0,5.5,10.435833335,25.3275,7.538333334,maize,
0.12,8.53,657.0,6.61,9.474999999,24.6325,5.37166666575,maize,
0.3017,35.0,1528.0,6.8,10.435833335,25.3275,7.538333334,maize,
0.1931,4.0,548.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.2019,3.0,489.0,5.5,11.71416666575,27.934166665,8.63166666575,maize,
0.176821928,4.3,282.0,5.35,11.71416666575,27.934166665,8.63166666575,maize,
0.2395,9.0,793.0,6.1,10.435833335,25.3275,7.538333334,maize,
0.232567949,3.9,489.0,5.55,11.71416666575,27.934166665,8.63166666575,maize,
0.224338628,6.8,531.0,5.9,11.71416666575,27.934166665,8.63166666575,maize,
0.27,2.52,451.0,5.88,11.71416666575,27.934166665,8.63166666575,maize,
0.1908,2.0,301.0,5.7,11.71416666575,27.934166665,8.63166666575,maize,
0.372455231,1.0,99.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.3,2.02,327.0,5.74,11.71416666575,27.934166665,8.63166666575,maize,
0.2155,2.0,514.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.198354745,3.5,562.0,5.47,11.71416666575,27.934166665,8.63166666575,maize,
0.33,63.4,1180.0,6.38,11.71416666575,27.934166665,8.63166666575,maize,
0.192610481,2.9,151.0,5.28,11.71416666575,27.934166665,8.63166666575,maize,
0.26,4.37,634.0,6.1,11.71416666575,27.934166665,8.63166666575,maize,
0.187951514,2.1,86.0,5.77,11.71416666575,27.934166665,8.63166666575,maize,
0.22,6.0,599.0,5.9,10.435833335,25.3275,7.538333334,maize,
0.222841203,3.0,189.0,5.05,11.71416666575,27.934166665,8.63166666575,maize,
0.153,2.0,357.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.199647062,8.7,577.0,5.3,11.71416666575,27.934166665,8.63166666575,maize,
0.1638,2.0,319.0,5.3,10.435833335,25.3275,7.538333334,maize,
0.1913,2.0,403.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.260151402,6.0,865.0,6.2,10.435833335,25.3275,7.538333334,maize,
0.1929,2.0,590.0,5.7,10.435833335,25.3275,7.538333334,maize,
0.09,4.0,209.0,6.91,9.474999999,24.6325,5.37166666575,maize,
0.214515774,10.6,840.0,5.89,11.71416666575,27.934166665,8.63166666575,maize,
0.219909301,2.7,412.0,5.22,11.71416666575,27.934166665,8.63166666575,maize,
0.195,3.0,420.0,5.3,10.435833335,25.3275,7.538333334,maize,
0.2103,4.0,224.0,5.1,10.435833335,25.3275,7.538333334,maize,
0.250293402,5.0,337.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.1908,2.0,241.0,5.3,10.435833335,25.3275,7.538333334,maize,
0.110631325,4.41,271.85,7.2,9.5416666675,27.950833335,3.78499999925,maize,
0.1987,5.0,722.0,6.4,11.71416666575,27.934166665,8.63166666575,maize,
0.1906,2.0,490.0,6.9,10.435833335,25.3275,7.538333334,maize,
0.192551578,4.6,606.0,5.67,11.71416666575,27.934166665,8.63166666575,maize,
0.1868,3.0,545.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.197115686,4.2,303.0,5.45,11.71416666575,27.934166665,8.63166666575,maize,
0.2205,2.0,532.0,5.1,11.71416666575,27.934166665,8.63166666575,maize,
0.2045,2.0,490.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.250293402,3.0,247.0,5.8,10.435833335,25.3275,7.538333334,maize,
0.1983,2.0,215.0,5.4,10.435833335,25.3275,7.538333334,maize,
0.19288072,2.3,402.0,5.48,11.71416666575,27.934166665,8.63166666575,maize,
0.158092966,4.0,155.0,5.2,11.71416666575,27.934166665,8.63166666575,maize,
0.187890421,6.6,529.0,5.65,11.71416666575,27.934166665,8.63166666575,maize,
0.2197,3.0,348.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.2126,5.0,306.0,5.1,11.71416666575,27.934166665,8.63166666575,maize,
0.2124,2.0,382.0,5.6,10.435833335,25.3275,7.538333334,maize,
0.182058554,2.4,192.0,5.12,11.71416666575,27.934166665,8.63166666575,maize,
0.217419945,5.0,525.0,5.26,11.71416666575,27.934166665,8.63166666575,maize,
0.1916,4.0,605.0,5.5,10.435833335,25.3275,7.538333334,maize,
