nitrogen,phosphorus,potassium,ph,humidity_avg,temp_avg,precip_avg,target_crop,region_city
0.195,6.0,448.0,5.4,10.025,29.4158333325,3.40666666675,wheat,Gharb
0.223,6.0,407.0,5.2,10.025,29.4158333325,3.40666666675,wheat,Tadla
0.216,3.0,480.0,5.2,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.243,58.0,750.0,5.9,10.025,29.4158333325,3.40666666675,wheat,Gharb
0.215,7.0,326.0,5.1,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.196,5.0,414.0,5.2,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.19,2.26,206.0,5.26,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.209,6.0,416.0,5.4,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.1989,4.0,595.0,5.6,10.025,29.4158333325,3.40666666675,wheat,Gharb
0.214,3.0,362.0,5.2,11.215000001,29.4958333325,5.60666666775,wheat,Fès-Meknès
0.225,3.0,412.0,5.0,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.226,4.0,356.0,5.2,11.215000001,29.4958333325,5.60666666775,wheat,Fès-Meknès
0.18,3.2,75.0,5.34,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.0565455,2.58,138.0,5.12,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.157,3.0,219.0,5.7,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.19,4.2,144.0,5.4,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.21,13.5,420.0,5.86,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.23,1.74,513.0,5.21,11.215000001,29.4958333325,5.60666666775,wheat,Fès-Meknès
0.2,4.36,387.0,5.58,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.1881,5.0,318.0,5.5,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.185,3.0,212.0,5.4,11.215000001,29.4958333325,5.60666666775,wheat,Fès-Meknès
0.17,9.76,575.0,5.35,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.16,13.8,577.0,5.57,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.22,4.35,430.0,5.18,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.22,2.07,428.0,5.5,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.15,2.22,460.0,5.78,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.19,2.24,294.0,5.92,11.215000001,29.4958333325,5.60666666775,wheat,Fès-Meknès
0.18,4.76,482.0,5.25,11.215000001,29.4958333325,5.60666666775,wheat,Gharb
0.2102,2.0,358.0,5.1,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.23,5.16,373.0,5.08,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.24,2.17,556.0,5.1,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.1471,2.0,389.0,5.4,10.025,29.4158333325,3.40666666675,wheat,Fès-Meknès
0.18,4.64,370.0,5.18,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.18,2.21,171.0,5.06,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.2,3.27,248.0,5.2,11.215000001,29.4958333325,5.60666666775,wheat,Tadla
0.12,7.42,301.0,6.56,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.24,3.33,445.0,5.13,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.19,1.47,147.0,5.39,10.435833335,25.3275,7.538333334,wheat,Tadla
0.21,2.34,415.0,5.06,10.435833335,25.3275,7.538333334,wheat,Tadla
0.18,0.52,134.0,5.19,10.435833335,25.3275,7.538333334,wheat,Gharb
0.2,5.12,367.0,5.02,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.26,6.86,291.0,5.0,10.435833335,25.3275,7.538333334,wheat,Gharb
0.21,4.77,473.0,5.0,10.435833335,25.3275,7.538333334,wheat,Gharb
0.25,3.68,432.0,4.94,10.435833335,25.3275,7.538333334,wheat,Tadla
0.19,8.05,570.0,5.35,10.435833335,25.3275,7.538333334,wheat,Tadla
0.11,8.16,599.0,5.89,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.2175,2.0,435.0,5.4,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.18,0.77,292.0,5.15,10.435833335,25.3275,7.538333334,wheat,Tadla
0.18,4.0,625.0,5.26,10.435833335,25.3275,7.538333334,wheat,Tadla
0.25,4.65,526.0,5.14,10.435833335,25.3275,7.538333334,wheat,Tadla
0.21,1.09,379.0,5.09,10.435833335,25.3275,7.538333334,wheat,Tadla
0.352,699.0,2119.0,7.2,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.25,1.95,540.0,5.37,10.435833335,25.3275,7.538333334,wheat,Tadla
0.1251,3.0,213.0,5.6,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.22,2.1,555.0,5.35,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.23,2.56,615.0,5.21,10.435833335,25.3275,7.538333334,wheat,Tadla
0.22,2.39,526.0,5.13,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.19,2.18,160.0,5.3,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.2,2.08,296.0,4.77,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.2,1.34,465.0,5.83,10.435833335,25.3275,7.538333334,wheat,Tadla
0.25,3.75,493.0,5.42,10.435833335,25.3275,7.538333334,wheat,Gharb
0.2,14.5,313.0,5.28,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.25,11.1,114.0,5.23,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.253708879,7.0,517.0,6.1,10.435833335,25.3275,7.538333334,wheat,Gharb
0.2,1.01,397.0,5.52,10.435833335,25.3275,7.538333334,wheat,Tadla
0.2,3.43,190.0,5.29,10.435833335,25.3275,7.538333334,wheat,Gharb
0.158,1.0,433.0,5.7,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.2357,683.0,1771.0,7.1,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.27,1.92,262.0,5.03,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.253708879,7.24,423.1,6.1,10.435833335,25.3275,7.538333334,wheat,Gharb
0.23,0.38,421.0,4.71,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1769,13.0,235.0,5.3,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.17,2.64,233.0,5.65,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.19890058,3.0,155.0,5.1,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.183923547,6.97,238.3,5.2,10.435833335,25.3275,7.538333334,wheat,Gharb
0.2,1.94,409.0,5.23,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.19890058,6.0,302.0,5.1,10.435833335,25.3275,7.538333334,wheat,Gharb
0.19,1.82,309.0,5.44,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1461,5.0,247.0,5.3,10.435833335,25.3275,7.538333334,wheat,Gharb
0.16,0.88,105.0,5.52,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.11,2.0,213.0,5.5,10.435833335,25.3275,7.538333334,wheat,Tadla
0.17,0.84,99.0,5.36,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.16,6.16,357.0,6.35,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.247345527,4.0,612.0,5.5,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1754,3.0,242.0,5.7,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.124655158,0.9,222.0,6.0,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.1639,5.0,218.0,5.4,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.17,0.1,147.0,5.24,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.16,6.54,124.0,6.07,10.435833335,25.3275,7.538333334,wheat,Tadla
0.247345527,3.74,410.18,5.5,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1036,2.0,373.0,6.4,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.210353348,2.5,436.0,5.6,11.71416666575,27.934166665,8.63166666575,wheat,Fès-Meknès
0.3557,2.0,109.0,5.6,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.009379812,2.0,176.0,5.8,10.435833335,25.3275,7.538333334,wheat,Tadla
0.18,4.61,181.0,5.99,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1639,1.0,211.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.18,1.0,302.0,6.2,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1963,1.0,116.0,5.1,10.435833335,25.3275,7.538333334,wheat,Tadla
0.21,0.88,108.0,5.18,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1639,1.0,76.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.18,2.0,263.0,6.2,10.435833335,25.3275,7.538333334,wheat,Gharb
0.18,2.0,264.0,6.2,10.435833335,25.3275,7.538333334,wheat,Tadla
0.11,9.43,218.0,6.45,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.24,2.12,148.0,6.03,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.287016226,2.0,279.0,5.3,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,0.4,226.0,5.59,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.26,3.91,143.0,5.06,11.71416666575,27.934166665,8.63166666575,wheat,Fès-Meknès
0.1864,1.0,75.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1639,2.0,205.0,5.72,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,2.0,188.0,5.67,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1864,1.55,100.97,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.25,4.96,396.0,5.74,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.26,5.58,184.0,5.67,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.1265,9.0,167.0,6.3,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.24,2.75,95.0,5.06,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1639,3.0,552.0,5.6,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.26,10.3,254.0,5.52,10.435833335,25.3275,7.538333334,wheat,Tadla
0.0772,14.0,155.0,6.3,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.0815,4.0,285.0,6.2,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.1639,1.0,61.0,5.04,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1639,2.31,110.53,5.04,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,1.0,227.0,5.67,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.1629,15.0,345.0,6.3,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.108,2.0,339.0,7.6,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.0762,8.0,133.0,6.5,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.122151716,1.2,114.0,5.36,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.27,6.92,281.0,5.38,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.121330323,0.05,171.0,5.51,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.1639,2.0,511.0,5.04,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1639,3.0,168.0,5.04,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1639,5.0,241.0,5.04,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1639,3.0,392.0,5.51,10.435833335,25.3275,7.538333334,wheat,Tadla
0.219218392,2.26,181.86,5.2,10.435833335,25.3275,7.538333334,wheat,Tadla
0.0713,0.5,135.0,5.5,10.435833335,25.3275,7.538333334,wheat,Gharb
0.166133574,2.1,167.0,5.45,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.1639,2.0,311.0,5.37,10.435833335,25.3275,7.538333334,wheat,Tadla
0.1639,8.0,351.0,5.37,10.435833335,25.3275,7.538333334,wheat,Tadla
0.17,22.0,456.0,5.67,10.435833335,25.3275,7.538333334,wheat,Tadla
0.29,13.8,948.0,6.32,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.3,2.67,566.0,5.81,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.1402,9.0,785.0,6.2,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.1118,10.0,139.0,5.4,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.26,4.79,440.0,5.35,11.71416666575,27.934166665,8.63166666575,wheat,Fès-Meknès
0.0697,1.0,65.0,5.6,10.435833335,25.3275,7.538333334,wheat,Gharb
0.21,1.63,354.0,5.82,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.17,8.0,340.0,5.67,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,4.0,131.0,5.67,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,8.0,223.0,5.67,10.435833335,25.3275,7.538333334,wheat,Tadla
0.1375,7.0,206.0,6.8,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.21567219,6.8,806.0,5.76,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.232,1.0,116.0,6.1,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.214370848,2.0,489.0,5.3,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1255,6.14,293.88,5.4,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.17,18.0,456.0,5.67,10.435833335,25.3275,7.538333334,wheat,Tadla
0.17,7.0,87.0,5.67,10.435833335,25.3275,7.538333334,wheat,Gharb
0.3,4.01,425.0,5.74,11.71416666575,27.934166665,8.63166666575,wheat,Fès-Meknès
0.117,4.0,148.0,6.8,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.31,2.08,120.0,5.47,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.24,8.05,188.0,4.65,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.2826,2.0,150.0,5.7,10.435833335,25.3275,7.538333334,wheat,Tadla
0.1122,10.0,152.0,6.5,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1133,1.0,243.0,6.1,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.1447,1.0,191.0,6.0,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.0778,25.0,222.0,6.5,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.28,3.86,269.0,5.16,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.1775,4.0,177.0,6.5,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.11,20.0,411.0,7.87,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.1255,3.51,139.44,5.4,10.435833335,25.3275,7.538333334,wheat,Tadla
0.0616,5.0,241.0,5.9,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.1255,2.0,277.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.1255,6.0,213.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,10.0,256.0,5.67,10.435833335,25.3275,7.538333334,wheat,Gharb
0.2002,2.0,135.0,6.0,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.21,8.39,984.0,5.99,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.25,2.49,272.0,5.35,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.25,3.18,458.0,5.66,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.17,10.81,400.44,5.67,10.435833335,25.3275,7.538333334,wheat,Gharb
0.17,7.0,142.0,5.67,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.18,7.63,353.0,7.96,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.2017,3.0,174.0,5.4,10.435833335,25.3275,7.538333334,wheat,Gharb
0.16,7.58,447.0,6.86,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.11,2.0,406.0,6.09,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.2182,3.0,119.0,5.9,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.16,1.78,131.0,5.99,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.12,1.9,233.0,6.1,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.1608,2.0,332.0,5.9,11.71416666575,27.934166665,8.63166666575,wheat,Tadla
0.1588,3.0,144.0,5.8,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.266814054,2.2,75.87,5.3,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.34,3.17,320.0,5.78,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.09,4.0,532.0,7.53,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.2,1.41,114.0,6.09,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.16,782.0,2079.0,6.95,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.1859,3.0,411.0,5.6,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.260151402,2.0,56.0,6.2,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.1884,11.0,625.0,5.9,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.09,2.0,401.0,7.94,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.2064,5.0,613.0,6.2,11.71416666575,27.934166665,8.63166666575,wheat,Gharb
0.2279,4.0,442.0,5.3,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.2279,2.0,214.0,5.3,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.12,16.0,405.0,6.1,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.12,3.0,441.0,5.87,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.110631325,10.0,263.0,7.2,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.250293402,4.0,207.0,5.8,10.435833335,25.3275,7.538333334,wheat,Fès-Meknès
0.09,7.0,291.0,7.53,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.12,7.0,120.0,5.88,9.474999999,24.6325,5.37166666575,wheat,Tadla
0.12,2.0,277.0,5.75,9.474999999,24.6325,5.37166666575,wheat,Gharb
0.250293402,5.0,202.0,5.8,10.435833335,25.3275,7.538333334,wheat,Gharb
0.12,46.0,589.0,5.88,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.16,3.0,470.0,7.7,9.474999999,24.6325,5.37166666575,wheat,Fès-Meknès
0.2279,6.0,109.0,5.3,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.16,16.0,797.0,6.5,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.2279,12.0,242.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.18,15.0,158.0,5.98,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.236689094,3.1,359.0,5.32,10.6866666675,25.6091666675,8.585833333250001,wheat,Tadla
0.250293402,2.0,65.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2279,4.0,395.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.16,4.0,323.0,6.48,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.172688905,1.8,103.0,5.28,10.6866666675,25.6091666675,8.585833333250001,wheat,Tadla
0.3634,3.0,75.0,4.7,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.2279,10.0,271.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.1877,4.0,234.0,5.2,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.250293402,14.0,392.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2279,3.0,470.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.2279,3.0,361.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.1144,14.34,157.3,5.73,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1155,4.0,184.0,6.0,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1516,5.0,214.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1094,3.0,105.0,5.2,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.250293402,4.0,120.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1144,3.0,142.0,6.1,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.024284862,5.31,276.6,6.8,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.1653,2.0,249.0,5.4,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.1259,2.0,288.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.2279,7.0,369.0,5.3,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.16,7.89,128.11,6.05,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.1286,4.0,393.0,5.8,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1369,3.0,289.0,5.4,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.0959,1.0,118.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1036,6.0,94.0,5.8,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.2289,5.0,216.0,5.52,10.6866666675,25.6091666675,8.585833333250001,wheat,Tadla
0.0589,7.0,114.0,5.9,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.1411,2.0,228.0,5.2,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.16,1.0,185.0,5.44,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.16,1.0,254.0,5.77,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.000261711,50.0,189.0,7.1,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.134622792,26.66,357.28,6.37,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.1482,1.0,157.0,5.4,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.2196,2.0,302.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.1494,0.0,213.0,5.83,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.1339,1.0,85.0,5.1,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.250293402,6.0,154.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.1333,5.0,248.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.250293402,2.0,87.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.1333,1.0,123.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1333,1.0,115.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1333,3.0,127.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.16,1.0,396.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.16,4.0,190.0,5.71,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.134622792,4.02,190.74,6.06,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.134622792,7.0,367.0,6.9,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.096,1.0,288.0,5.5,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.250293402,14.0,259.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.134622792,2.0,216.0,5.66,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.250293402,4.0,291.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1859,4.0,307.0,5.1,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.16,7.0,339.0,5.59,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.16,3.27,313.1,5.41,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.195910715,14.62,250.17,5.8,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.250293402,7.0,164.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.000261711,2.0,250.0,6.26,10.6866666675,25.6091666675,8.585833333250001,wheat,Tadla
0.000261711,5.0,291.0,6.26,10.6866666675,25.6091666675,8.585833333250001,wheat,Tadla
0.2289,5.0,166.0,5.71,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.250293402,5.0,89.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.0969,4.0,130.0,6.0,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.000261711,7.0,315.0,5.95,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.250293402,55.0,107.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.250293402,9.53,231.04,5.8,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.195910715,9.0,455.0,5.85,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.1932,3.0,295.0,5.0,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.2289,4.81,131.71,5.85,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.0808,7.0,328.0,5.89,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.195910715,1.0,126.0,5.85,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.195910715,12.0,499.0,5.73,9.3258333335,25.5866666675,4.47583333425,wheat,Fès-Meknès
0.0808,2.0,394.0,5.53,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.2289,2.0,145.0,5.44,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.0808,5.0,293.0,5.73,9.3258333335,25.5866666675,4.47583333425,wheat,Tadla
0.0732,26.0,390.0,6.3,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2289,3.0,337.0,5.87,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.250293402,10.0,215.0,5.8,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.250293402,11.14,284.58,5.8,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.156888135,2.7,307.0,6.62,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2292,33.0,994.0,5.9,9.3258333335,25.5866666675,4.47583333425,wheat,Gharb
0.2289,3.0,173.0,5.59,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.2289,2.0,161.0,5.5,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.2255,28.0,308.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.2289,2.2,79.27,5.97,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1858,4.0,105.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Tadla
0.2289,1.0,130.0,5.83,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2255,29.0,132.0,5.4,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.3723,16.0,273.0,5.2,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.2289,9.16,536.51,5.78,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.1617,2.0,122.0,5.2,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
0.1345,9.0,104.0,6.1,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.4642,4.0,129.0,5.6,10.23500000175,24.9575,7.64500000075,wheat,Gharb
0.3576,7.0,176.0,5.6,10.23500000175,24.9575,7.64500000075,wheat,Fès-Meknès
